DeltaTime,SystemTime,Frame,DistanceTrackedObject_SpeedThisFrame,DistanceTrackedObject_DistanceTraveled,DistanceTrackedObject_TimeStartedInSeconds,DistanceTrackedObject_TimeSinceStarted,DistanceTrackedObject_Speed,DistanceTrackedObject_LastRecordedPositionDistanceTrackedObject_LastRecordedPosition_x,DistanceTrackedObject_LastRecordedPosition_y,DistanceTrackedObject_LastRecordedPosition_z,UserData_userID,
0.0015504,2.364686,1040,0,0,0,2.364686,0,0,0,0,TestUser,
0.0015499,2.366236,1041,0,0,0,2.366236,0,0,0,0,TestUser,
0.0014493,2.367686,1042,0,0,0,2.367686,0,0,0,0,TestUser,
0.0014108,2.369096,1043,0,0,0,2.369096,0,0,0,0,TestUser,
0.0014105,2.370507,1044,0,0,0,2.370507,0,0,0,0,TestUser,
0.0014836,2.37199,1045,0,0,0,2.37199,0,0,0,0,TestUser,
0.0016164,2.373607,1046,0,0,0,2.373607,0,0,0,0,TestUser,
0.0017805,2.375387,1047,0,0,0,2.375387,0,0,0,0,TestUser,
0.001998,2.377385,1048,0,0,0,2.377385,0,0,0,0,TestUser,
0.0019343,2.37932,1049,0,0,0,2.37932,0,0,0,0,TestUser,
0.0027237,2.382043,1050,0,0,0,2.382043,0,0,0,0,TestUser,
0.0023773,2.384421,1051,0,0,0,2.384421,0,0,0,0,TestUser,
0.0017333,2.386154,1052,0,0,0,2.386154,0,0,0,0,TestUser,
0.0060411,2.392195,1053,0,0,0,2.392195,0,0,0,0,TestUser,
0.0027905,2.394985,1054,0,0,0,2.394985,0,0,0,0,TestUser,
0.0017077,2.396693,1055,0,0,0,2.396693,0,0,0,0,TestUser,
0.0017021,2.398395,1056,0,0,0,2.398395,0,0,0,0,TestUser,
0.0015503,2.399946,1057,0,0,0,2.399946,0,0,0,0,TestUser,
0.0014225,2.401368,1058,0,0,0,2.401368,0,0,0,0,TestUser,
0.001638,2.403006,1059,0,0,0,2.403006,0,0,0,0,TestUser,
0.0014158,2.404422,1060,0,0,0,2.404422,0,0,0,0,TestUser,
0.0015137,2.405936,1061,0,0,0,2.405936,0,0,0,0,TestUser,
0.0015147,2.40745,1062,0,0,0,2.40745,0,0,0,0,TestUser,
0.0013922,2.408843,1063,0,0,0,2.408843,0,0,0,0,TestUser,
0.0013921,2.410235,1064,0,0,0,2.410235,0,0,0,0,TestUser,
0.0015272,2.411762,1065,0,0,0,2.411762,0,0,0,0,TestUser,
0.0017641,2.413526,1066,0,0,0,2.413526,0,0,0,0,TestUser,
0.00221,2.415736,1067,0,0,0,2.415736,0,0,0,0,TestUser,
0.0018017,2.417538,1068,0,0,0,2.417538,0,0,0,0,TestUser,
0.0014722,2.41901,1069,0,0,0,2.41901,0,0,0,0,TestUser,
0.0014238,2.420434,1070,0,0,0,2.420434,0,0,0,0,TestUser,
0.0023562,2.42279,1071,0,0,0,2.42279,0,0,0,0,TestUser,
0.0019802,2.42477,1072,0,0,0,2.42477,0,0,0,0,TestUser,
0.001951,2.426721,1073,0,0,0,2.426721,0,0,0,0,TestUser,
0.0023443,2.429065,1074,0,0,0,2.429065,0,0,0,0,TestUser,
0.0017264,2.430792,1075,0,0,0,2.430792,0,0,0,0,TestUser,
0.0017514,2.432543,1076,0,0,0,2.432543,0,0,0,0,TestUser,
0.0015081,2.434051,1077,0,0,0,2.434051,0,0,0,0,TestUser,
0.0014511,2.435502,1078,0,0,0,2.435502,0,0,0,0,TestUser,
0.0015303,2.437033,1079,0,0,0,2.437033,0,0,0,0,TestUser,
0.0015466,2.438579,1080,0,0,0,2.438579,0,0,0,0,TestUser,
0.0015585,2.440138,1081,0,0,0,2.440138,0,0,0,0,TestUser,
0.0017381,2.441876,1082,0,0,0,2.441876,0,0,0,0,TestUser,
0.0016282,2.443504,1083,0,0,0,2.443504,0,0,0,0,TestUser,
0.0015767,2.445081,1084,0,0,0,2.445081,0,0,0,0,TestUser,
0.0015168,2.446598,1085,0,0,0,2.446598,0,0,0,0,TestUser,
0.001584,2.448182,1086,0,0,0,2.448182,0,0,0,0,TestUser,
0.0015466,2.449728,1087,0,0,0,2.449728,0,0,0,0,TestUser,
0.0014691,2.451197,1088,0,0,0,2.451197,0,0,0,0,TestUser,
0.0015633,2.45276,1089,0,0,0,2.45276,0,0,0,0,TestUser,
0.0015525,2.454313,1090,0,0,0,2.454313,0,0,0,0,TestUser,
0.0014513,2.455764,1091,0,0,0,2.455764,0,0,0,0,TestUser,
0.0015561,2.45732,1092,0,0,0,2.45732,0,0,0,0,TestUser,
0.001446,2.458766,1093,0,0,0,2.458766,0,0,0,0,TestUser,
0.0015195,2.460286,1094,0,0,0,2.460286,0,0,0,0,TestUser,
0.0016782,2.461964,1095,0,0,0,2.461964,0,0,0,0,TestUser,
0.001653,2.463617,1096,0,0,0,2.463617,0,0,0,0,TestUser,
0.001999,2.465616,1097,0,0,0,2.465616,0,0,0,0,TestUser,
0.0019487,2.467565,1098,0,0,0,2.467565,0,0,0,0,TestUser,
0.0019001,2.469465,1099,0,0,0,2.469465,0,0,0,0,TestUser,
0.0015345,2.470999,1100,0,0,0,2.470999,0,0,0,0,TestUser,
0.0015346,2.472534,1101,0,0,0,2.472534,0,0,0,0,TestUser,
0.0015239,2.474058,1102,0,0,0,2.474058,0,0,0,0,TestUser,
0.0014015,2.475459,1103,0,0,0,2.475459,0,0,0,0,TestUser,
0.0013995,2.476859,1104,0,0,0,2.476859,0,0,0,0,TestUser,
0.0014275,2.478287,1105,0,0,0,2.478287,0,0,0,0,TestUser,
0.0016885,2.479975,1106,0,0,0,2.479975,0,0,0,0,TestUser,
0.0025195,2.482494,1107,0,0,0,2.482494,0,0,0,0,TestUser,
0.0020635,2.484558,1108,0,0,0,2.484558,0,0,0,0,TestUser,
0.0014919,2.48605,1109,0,0,0,2.48605,0,0,0,0,TestUser,
0.0014682,2.487518,1110,0,0,0,2.487518,0,0,0,0,TestUser,
0.0014556,2.488974,1111,0,0,0,2.488974,0,0,0,0,TestUser,
0.0013931,2.490367,1112,0,0,0,2.490367,0,0,0,0,TestUser,
0.0064505,2.496817,1113,0,0,0,2.496817,0,0,0,0,TestUser,
